ID,Actual Name,Tooltip,XX,VVVV,Base Attack Abilities - Motivity,Base Attack Abilities - Technique,Base Attack Abilities - Advance
WP_PC_BLD_CrystalSword,Frozen Feast,"An Ergo crystal sword blade made by an Alchemist.\nThe untreated blade chips away with each impact, but when it stabilizes, it restores itself as if it can turn back time.,
The crystal that kept falling off the sword no matter how much the Alchemists worked at it was miraculously restored.\nIt was as if it had been biding its time.,
Time,",16,57505F50435F424C445F4372797374616C53776F7264,B,C,empty
WP_PC_BLD_Dagger,Tyrant Murderer’s Dagger Blade,"Hard Rule,
In the slums, one’s ability rules above all.\nEven a powerful tyrant is helpless against a knife in his back.,
The blade of a dagger used for sneak attacks, popular among the poor who live on the streets.\nIt is designed to make it easy for anyone to stab others.,",10,57505F50435F424C445F446167676572,,,
WP_PC_BLD_ElectricCutter,Circular Electric Chainsaw Blade,"A circular saw blade made using Faraday's law of electromagnetic induction.\nThe more successful it is at attacking, the faster the plate turns, increasing its electric blitz attack power.,
The circular saw blade with a generator attached was effective.\nEven the strongest puppets could not withstand the wounds it caused.,",18,57505F50435F424C445F456C656374726963437574746572,,,
WP_PC_BLD_ElectricHammer,Coil Mjolnir Head,"“I don’t know whether Venigni is a genius or a fool for using an item like this as a mere storage battery.”\n-The opinion of a technician named Descartes on Venigni’s storage battery,
A hammerhead modified by attaching Venigni’s storage battery.\nErgo functions as a conductor so that a strong electric shock causes it to release a current.,
Genius,",18,57505F50435F424C445F456C65637472696348616D6D6572,,,
WP_PC_BLD_FireAxe,Fire Axe Blade,"Proof,
The fire brigade protected Krat with everything they had to the very end.\nThey lost their lives, but their axes remain in the city as evidence of their noble sacrifice.,
The Krat fire brigade’s close-order axe blade, painted red.\nIt was crafted for versatility so that it can break anything.,",11,57505F50435F424C445F46697265417865,,,
WP_PC_BLD_FirePickaxe,Exploding Pickaxe Blade,"“Why am I using laborer puppets that cost so much money, you ask? Because we can’t have humans explode.”\n- From a conversation with the Workshop laborer puppet supervisor,
Explosion,
The blade of a Workshop laborer puppet’s mining tool.\nAn explosive device has been added to the blade to break up the hard rock in the Ergo mines.,",15,57505F50435F424C445F466972655069636B617865,,,
WP_PC_BLD_FlameDagger,Salamander Dagger Blade,"A dagger blade designed to make Ergo generate Overheat.\nAn Ergo power source that emits heat is embedded in the back of the sword.,
Flame,
The salamander symbolizes fire and purification.\nIn that regard, the dagger was created for a special purification ritual regarding Alchemist defectors.,",15,57505F50435F424C445F466C616D65446167676572,,,
WP_PC_BLD_FlameSword,Black Steel Cutter Blade,"“Ergo. The fact that such an incredible mineral exists in Krat is a blessing from God. But how was this Ergo formed?”\n- From Lorenzini Venigni’s notes,
A metal cutter blade made by Venigni Company.\nThe superheater device made from compressed Ergo crystal emits great heat, and it can even cut through hard armor with ease.,
Blessing,",14,57505F50435F424C445F466C616D6553776F7264,,,
WP_PC_BLD_Glaive,Booster Glaive Blade,"A glaive blade assembled by a Stalker by attaching booster equipment together.\nBecause it’s a blade taken from a giant cutting machine, it is heavy but forceful.,
Revenge,
The Puppet Frenzy birthed a generation that lost their families and swore revenge.\nAxel, who went to war with his father’s paper cutter in hand, was no different.,",10,57505F50435F424C445F476C61697665,,,
WP_PC_BLD_GreatAxe,Live Puppet’s Axe Blade,"“I’ll show those hunks of scrap metal what true fear looks like.”\nThe nightmarish axe that the Stalkers created caused even puppets to scream.,
Fear,
The blade of a bulky axe made from discarded puppet arms.\nEach arm is fixed in place with wire, and the end result is decidedly grotesque.,",12,57505F50435F424C445F4772656174417865,,,
WP_PC_BLD_GreatSaw,Bone-Cutting Sawblade,"A saw blade made by modifying a laborer puppet’s equipment.\nIt is so bulky that it doesn’t see much use, and is coated in rust.,
Shark,
Their malicious blades were as jagged as a shark’s teeth.\nThe aspirations of Stalkers to cleave puppets’ bones came true along with their notoriety.,",12,57505F50435F424C445F4772656174536177,,,
WP_PC_BLD_GreatSpear,City Longspear Blade,"A spear blade fashioned in a hurry from a broken fence.\nThe uniquely splayed spear blade is surprisingly effective.,
Art,
The longspear that the people made in haste was crude but effective.\nThe artist Bastian remarked that it was a work of art that represented the city of Krat.,",14,57505F50435F424C445F47726561745370656172,,,
WP_PC_BLD_Halberd,Cursed Knight’s Halberd Blade,"A halberd blade collected by a Krat aristocrat.\nDespite being an old relic, it is sharpened to a fine point as if it was a present-day item.,
Curse,
Hotel Krat was built from a cursed knight’s castle.\nThey say that the golden tree that once captivated the knight is still asleep somewhere in the hotel.,",11,57505F50435F424C445F48616C62657264,,,
WP_PC_BLD_Hwando,Two Dragons Sword,"A precious sword that was at the Grand Exhibition gallery.\nThey say it was the saber of a commander from a quiet eastern land.,
The sea remembers the vow of the warrior.\nThe general who rose up with the dragon to protect the people claimed a lonely victory in dozens of wars.,
Vow,",10,57505F50435F424C445F4877616E646F,D,A,empty
WP_PC_BLD_KkabiClub,Noblesse Oblige,"A mystical cudgel made from an Ergo crystal tree.\nWhile battering enemies, it emits spores, increasing the Ergo acquisition rate.,
Song,
The Stalker who desired wealth made a contract with a devil that liked music to gain a cudgel.\nAlong with this he was gifted with overflowing Ergo and the Petrification Disease.,",13,57505F50435F424C445F4B6B616269436C7562,A,D,empty
WP_PC_BLD_Kukri,Bramble Curved Sword Blade,"A curved sword smuggled in from outside the city.\nBecause the center of balance is near the point, it can bring great force to bear when swung.,
The Bramble Curved Sword is a weapon more precious to the warriors of the wilderness than their own lives.\nIn Krat, however, it is nothing more than a unique import for the aristocrats.,
Thorn,",0F,57505F50435F424C445F4B756B7269,,,
WP_PC_BLD_NoseStaff,Golden Lie,"\There are two kinds of lies. Yours is the lie that makes your nose long.\""\nThe boy loved the fairy tale about the wooden puppet’s adventure.\nAt least the wooden puppet’s father was kind."",
A mystical wooden rod obtained from the boy’s portrait.\nFascinatingly, it extends and retracts at the whim of Geppetto’s puppet.,
Tree,",13,57505F50435F424C445F4E6F73655374616666,C,C,empty
WP_PC_BLD_Rapier,Wintry Rapier's Blade,"A rapier blade that specializes in sharp thrusts.\nThe long, light blade is well suited for hit-and-runs.,
Heart,
People with cold hearts began wandering Krat long ago.\nEveryone welcomed the changes that brought wealth, but they were bound to pay the price.,",10,57505F50435F424C445F526170696572,,,
WP_PC_BLD_RockDrill,Pistol Rock Drill Blade,"A rock drill blade made by Venigni Company.\nThe tip is coated with an alloy that makes destroying even rock easy.,
Ergo mining has been the central interest of Krat’s technicians for decades.\nNo matter how much they mined with their various tools, the ore never ran dry.,
Suspicion,",13,57505F50435F424C445F526F636B4472696C6C,,,
WP_PC_BLD_Saber,Puppet’s Saber Blade,"A saber blade made by refashioning a soldier puppet’s weapon.\nThe slightly bent blade has remarkable stability.,
Tears,
They say puppets do not shed tears because they do not have souls for vessels.\n“If they had souls, they would have something to put tears and lies in.”,",0F,57505F50435F424C445F5361626572,,,
WP_PC_BLD_ScissorSword,Proof of Humanity,"A giant scissor blade used by a Nameless puppet.\nIt is a double-edged sword that can end one’s freedom, or grant it by cutting the strings of manipulation.,
Choice,
Puppets are tied to strings. Humans have cut their own strings.\nThe boy made a choice and became human.,",16,57505F50435F424C445F53636973736F7253776F7264,B,B,empty
WP_PC_BLD_SevenSword,Seven-Coil Spring Sword,"A precious seven-coil spring sword that was stored in the Workshop tower.\nEven Geppetto could not replicate this fine masterpiece.,
Masterpiece,
Seven ##s on seven blades.\nThe text that remained engraved on the eastern relic inspired the Workshop technicians to make a masterpiece for this generation.,",14,57505F50435F424C445F536576656E53776F7264,B,C,empty
WP_PC_BLD_Shamshir,Dancer’s Curved Sword Blade,"A crescent curved sword blade used by dancers of the east.\nThe beautifully crafted blade is like a piece of art.,
Dance,
The dancers in the east are famous for sword dances that use curved swords.\nTheir sword dance requires both power and technique, thus it is called an art of strength and beauty.,",12,57505F50435F424C445F5368616D73686972,,,
WP_PC_BLD_ShieldSpear,Blind Man’s Double-Sided Spear Blade,"A double-sided spear blade cherished by Noah the blind Stalker.\nThe sharpened double blade vibrates like a tuning fork, which helps in battle.,
Induction,
Noah was aloof, even facing the blood-soaked darkness.\nHis double-sided spear was still crying out and guiding him.,",15,57505F50435F424C445F536869656C645370656172,,,
WP_PC_BLD_Shovel,Military Shovel Blade,"“If you don’t have a weapon to kill puppets with, use a shovel if you have to!”\nStalkers followed the orders of their incompetent commander. However, the attack was not on their enemy but on him.,
A military shovel blade made by Venigni Company.\nThe shovel head was sharpened to a fine edge, so it no longer wants to be used as a tool.,
Betrayal,",10,57505F50435F424C445F53686F76656C,,,
WP_PC_BLD_SwordLance,Spear of Honor Blade,"A luxurious spear blade used by the Bastards.\nAn elaborate pattern is engraved on the angled blade.,
Honor,
They were abandoned by their families, but they couldn’t abandon their pride.\nClutching nothing but their honor, the Bastards charged forward, spears in hand.,",14,57505F50435F424C445F53776F72644C616E6365,,,
WP_PC_BLD_TransformGreatSword,Holy Sword of the Ark,"A special greatsword that was lying asleep in the St. Frangelico Cathedral.\nIt can transform between a special greatsword and a glaive.,
Legend,
The Ark Saintess’s weapon was reproduced for puppet use and it made a grand appearance at Krat events.\nHowever, its legendary holiness could not be reproduced.,",1D,57505F50435F424C445F5472616E73666F726D477265617453776F7264,B,C,empty
WP_PC_BLD_Trident,Trident of the Covenant,"A ritual trident that was lying asleep in the Relic of Trismegistus.\nIt is presumed to have once belonged to a great warrior who served an ancient king.,
Duty,
The warrior of the sea vowed to protect the people from the cursed relic.\nHe kept his vow even when his skin was mashed until it was green.,",11,57505F50435F424C445F54726964656E74,C,B,empty
WP_PC_HND_AcidGreatsword,Acidic Great Curved Sword Handle,"The handle of a curved sword made by the Alchemists while researching Carcass body fluids.\nThe bottom of the handle is finished with a snake head decoration.,
The serpent of the Uroboros was a symbol that the Alchemists held sacred.\nThey made the weapon of their dreams from the Carcass body fluid that reminded them of the viper.,
Viper’s,",18,57505F50435F484E445F41636964477265617473776F7264,D,C,B
WP_PC_HND_Baton,Krat Police Baton Handle,"“Do not ever rob a police officer’s home. You won’t go to prison. It’s a one-way ticket to the sewers with a head smashed by a police baton.”\n- The advice of a retired petty thief,
Absolute,
The handle from the self-defense batons used by Krat police.\nThe grooved lines make for a firm grip. It can be assembled with any blade.,",0F,57505F50435F484E445F4261746F6E,B,D,empty
WP_PC_HND_Bayonet,Greatsword of Fate Handle,"A standard greatsword handle made by the Workshop.\nIt is sturdy since it was made with the Krat Workshop’s special techniques.,
Monster Sweeper’s,
The Workshop gathered monster sweepers to face the unprecedented crisis.\nThey lived up to their reputation, eating up monsters and becoming monsters in their own right.,",11,57505F50435F484E445F4261796F6E6574,B,D,empty
WP_PC_HND_ChainScythe,Clockwork Murderer’s Handle,"A chain-sickle handle that once sprayed a bloody fog over Krat.\nThe spring device allows the handler to extend or wind up the chain easily.,
Krat has a legend about a grinning hedonist murderer.\nThey say his heart was made of clockwork.,
Puppet Ripper,",15,57505F50435F484E445F436861696E536379746865,,,
WP_PC_HND_Charkram,Uroboros’s Eye Handle,"A moon sword that was lying asleep in the Arche Abbey.\nThey say this weapon was handcrafted by a legendary Alchemist.,
Eternal,
Philippus Paracelsus was a legend even among the Alchemists.\nThe moon sword he made by modeling the Uroboros mark symbolized wholeness.,",12,57505F50435F484E445F436861726B72616D,,,
WP_PC_HND_Cleaver,Master Chef’s Knife Handle,"Slaughtering,
The handle of the personal knife of a master chef.\nSome famous chefs engrave their handles with their symbol or initials.,
While slaughtering puppets, they lost their sanity amidst the violence.\nThey got more and more drunk on the feeling of cutting something to pieces rather than saving people.,",11,57505F50435F484E445F436C6561766572,D,B,empty
WP_PC_HND_ClockSword,Clock Sword Handle,"Clock Sword Handle,
Sophisticated,
The Clock Sword was made to commemorate the construction of the clocktower by using its minute hand.\nBecause even its blade was engraved with antique ornamentation, people said it was a fitting commemorative item.,",14,57505F50435F484E445F436C6F636B53776F7264,C,C,empty
WP_PC_HND_ClockworkBlunt,Big Pipe Wrench Handle,"Masterless,
The handle of a large pipe wrench made by Venigni Company.\nIt was made with sturdy parts so that it can endure substantial weight.,
They were technicians, not warriors.\nUnfortunately, none managed to wield a blunt weapon properly until every last one of them was killed.,",18,57505F50435F484E445F436C6F636B776F726B426C756E74,B,D,empty
WP_PC_HND_CoilRod,Electric Coil Stick Handle,"Merciless,
The handle of a blunt weapon made by Venigni Company to destroy puppets.\nMuch effort went into the handle’s insulation for the sake of the user’s safety.,
The powerful Electric Blitz was clearly effective in killing puppets.\nHowever, its inventor failed to realize that it was also effective on humans.,",11,57505F50435F484E445F436F696C526F64,C,D,B
WP_PC_HND_CrystalAxe,Carcass Crystal Axe Handle,"Obsessive,
The handle of an axe made by Alchemists for their experiments.\nIt is equipped with additional weight to make it easy to control the heavy blade.,
The inhumanity of the obsessive research by the Alchemists caused an internal revolt.\nSome among them fled the organization and decided to expose the truth to the world.,",14,57505F50435F484E445F4372797374616C417865,C,D,B
WP_PC_HND_CrystalSpear,Acidic Crystal Spear Handle,"The Alchemists have long amassed knowledge through their numerous experiments and research.\nSome of these experiments were twisted and inhumane.,
The handle from a spear made from a sharpened Carcass spine crystal.\nIt was made with a special alloy to prevent the user from being exposed to acid.,
Twisted,",16,57505F50435F484E445F4372797374616C5370656172,D,D,A
WP_PC_HND_CrystalSword,Frozen Feast Handle,"Broken,
The handle of an Ergo crystal sword made by an Alchemist.\nThe metal handle is wrapped in a specially processed leather.,
There was an Alchemist who went around calling Ergo the crystal of crumbled time, but no one paid them any heed.\nFools were not given a platform from which to speak.,",16,57505F50435F484E445F4372797374616C53776F7264,B,C,empty
WP_PC_HND_Dagger,Tyrant Murderer’s Dagger Handle,"Assassination,
In the slums, those with strength and skill are given a chance.\nWhether they can hold authority for long is another matter.,
The handle of a dagger used for sneak attacks, popular among the poor who live on the streets.\nThe leather grip prevents bloodstains from standing out too much.,",10,57505F50435F484E445F446167676572,D,B,empty
WP_PC_HND_ElectricCutter,Circular Electric Chainsaw Handle,"A handle made from a generator’s support.\nIt was made to relieve the quickly rotating vibrations aggressively.,
Lethal,
The vibrations of the circular saw blade made it lethal to its wielder as well.\nTo harm no one but an opponent, the chainsaw handle was crafted to relieve the vibrations.,",18,57505F50435F484E445F456C656374726963437574746572,D,D,A
WP_PC_HND_ElectricHammer,Coil Mjolnir Handle,"“How could he use my storage battery on this horrifying thing? Is Descartes a fool or a genius?”\n- The opinion of Venigni on Descartes' Hammer,
Conflicting,
The handle of a hammer altered by attaching Venigni’s storage battery.\nIt was made long and sturdy so that it could withstand the hammer’s impact.,",18,57505F50435F484E445F456C65637472696348616D6D6572,B,D,empty
WP_PC_HND_FireAxe,Fire Axe Handle,"Sacrifice,
The Krat fire brigade’s close-order axe handle.\nThe handle is long so that it can deal with fires in high places.,
Their axes were dyed horrifically with blood.\nIt was not the blood of others. It was their own.,",11,57505F50435F484E445F46697265417865,C,C,empty
WP_PC_HND_FirePickaxe,Exploding Pickaxe Handle,"Forgotten,
No one remembers the number of laborer puppets that died in the explosion.\nNo one besides the puppets, that is.,
The handle of a mining tool used by Workshop laborer puppets.\nIt is sturdy and heavy since it is a tool for puppets and not humans.,",15,57505F50435F484E445F466972655069636B617865,B,D,empty
WP_PC_HND_FlameDagger,Salamander Dagger Handle,"A dagger handle made by the Alchemists.\nIt was made in the shape of a snake biting its tail.,
Following the same principle as the dagger, there are some Alchemists who can expel great heat from an Ergo heart.\nThese baptists who possessed fire abilities called themselves Simon’s Fire, the Purifiers of Truth.,
Truthful,",15,57505F50435F484E445F466C616D65446167676572,D,C,B
WP_PC_HND_FlameSword,Black Steel Cutter Handle,"Eccentric’s,
The cutting machine is one of Venigni’s first inventions.\nEven the people who called Venigni a geek could not scoff at his brilliant business acumen.,
The handle of a metal cutter made by Venigni Company.\nThe handle was crafted from black iron with remarkable heat tolerance.,",14,57505F50435F484E445F466C616D6553776F7264,D,D,A
WP_PC_HND_Glaive,Booster Glaive Handle,"“Not enough firepower? Just add more!”\nA hot-tempered Stalker’s invention turned out to be more useful than expected and came to be used frequently among Stalkers.,
Burning,
The handle of a glaive assembled by a Stalker by attaching booster equipment together.\nBooster attacks are tricky but fast and powerful.,",10,57505F50435F484E445F476C61697665,D,B,empty
WP_PC_HND_GreatAxe,Live Puppet’s Axe Handle,"A fierce grudge can sometimes give birth to horrifying creations.\nThe twitching arm’s axe was a sight to behold.,
An axe handle that a Stalker made using the frame of an industrial puppet.\nIt is said to have been decorated with the arm of the first puppet hunted.,
Horrific,",12,57505F50435F484E445F4772656174417865,B,D,empty
WP_PC_HND_GreatSaw,Bone-Cutting Handle,"“I don’t know when I awoke. The sights I have seen overlap. They repeat.”\n“Was that puppet... a dream?”\n- Notes from a Stalker’s last counseling session before going mad,
A handle that Stalkers like to use when they are assembling weapons.\nIt is heavy and sturdy, so it can balance large blades.,
Awakened,",12,57505F50435F484E445F4772656174536177,B,D,empty
WP_PC_HND_GreatSpear,City Longspear Handle,"A spear handle made out of a signpost’s support.\nThe marks signifying the location have faded to the point that they are unrecognizable.,
City’s,
Short on weapons, the citizens quickly started to make weapons out of city property.\nIt was like a mini diorama of Krat.,",14,57505F50435F484E445F47726561745370656172,D,B,empty
WP_PC_HND_Halberd,Cursed Knight’s Halberd Handle,"The blade of a halberd collected by a Krat aristocrat.\nDespite being an old weapon, its proportions make it easy to handle.,
The discovery of the Gold Coin Tree made the knight of the isolated castle grow vain.\nThe knight sought greater wealth and glory than the king and ultimately fell to ruin from the king’s jealousy.,
Vain,",11,57505F50435F484E445F48616C62657264,C,C,empty
WP_PC_HND_Hwando,Two Dragons Sword Handle,"A precious sword that was at the Grand Exhibition Gallery.\nThey say it was the saber of a commander from a quiet eastern land.,
Ocean,
The sea remembers the vow of the warrior.\nThe general who rose up with the dragon to protect the people claimed a lonely victory in dozens of wars.,",10,57505F50435F484E445F4877616E646F,D,A,empty
WP_PC_HND_KkabiClub,Noblesse Oblige Handle,"A mystical cudgel made from an Ergo crystal tree.\nWhile battering enemies, it emits spores, increasing the Ergo acquisition rate.,
Greedy,
The Stalker who desired wealth made a contract with a devil that liked music to gain a cudgel.\nAlong with this he was gifted with overflowing Ergo and the Petrification Disease.,",13,57505F50435F484E445F4B6B616269436C7562,A,D,empty
WP_PC_HND_Kukri,Bramble Curved Sword Handle,"A curved sword handle smuggled in from outside the city.\nIt is made of wild brambles and wrapped in bloodstained string.,
Painful,
The warriors of the wilderness do not remove the Bramble Curved Sword’s thorns.\nThey say that the moment the Bramble Curved Sword’s thorns pierce the warrior’s hands and absorb the blood, the curved sword and the warrior share one soul.,",0F,57505F50435F484E445F4B756B7269,C,C,empty
WP_PC_HND_NoseStaff,Golden Lie Handle,"\There are two kinds of lies. Yours is the lie that makes your nose long.\""\nThe boy loved the fairy tale about the wooden puppet’s adventure.\nAt least the wooden puppet’s father was kind."",
A mystical wooden rod obtained from the boy’s portrait.\nFascinatingly, it extends and retracts at the whim of Geppetto’s puppet.,
Soul-filled,",13,57505F50435F484E445F4E6F73655374616666,,,
WP_PC_HND_Rapier,Wintry Rapier's Handle,"A handle made to reflect the client’s tastes.\nThis handle, meant for a weapon used for duels, is elaborately engraved.,
Frozen,
The Petrification Disease swallowed everyone inside a winter crystal.\nOne has no choice but to take up the sword in order not to freeze.,",10,57505F50435F484E445F526170696572,D,B,empty
WP_PC_HND_RockDrill,Pistol Rock Drill Handle,"A rock drill handle made by Venigni Company.\nWhen the trigger is pulled, the piston joint vibrates the blade and increases its destructive power.,
Painful,
The workers who suffered pain from the rock drill’s strong recoil complained.\nIn the end, this led to the Ergo mine worksite being occupied by miner puppets.,",13,57505F50435F484E445F526F636B4472696C6C,B,D,empty
WP_PC_HND_Saber,Puppet's Saber Handle,"A standard sword handle made at the Workshop.\nIt has endured many battles, and the stains of blood and grease cannot be distinguished from one another.,
Red,
The red stain has faded to the point where the grease can’t be distinguished from blood.\nThe endless fighting was gone, leaving behind nothing but red upon the world.,",0F,57505F50435F484E445F5361626572,C,C,empty
WP_PC_HND_ScissorSword,Proof of Humanity Handle,"A giant scissor blade used by a Nameless puppet.\nIt is a double-edged sword that can end one’s freedom, or grant it by cutting the strings of manipulation.,
Human’s,
Puppets are tied to strings. Humans have cut their own strings.\nThe boy made a choice and became human.,",16,57505F50435F484E445F53636973736F7253776F7264,,,
WP_PC_HND_SevenSword,Seven-Coil Spring Sword Handle,"A precious seven-coil spring sword that was stored in the Workshop tower.\nEven Geppetto could not replicate this fine masterpiece.,
Engraved,
Seven ##s on seven blades.\nThe text that remained engraved on the eastern relic inspired the Workshop technicians to make a masterpiece for this generation.,",14,57505F50435F484E445F536576656E53776F7264,B,C,empty
WP_PC_HND_Shamshir,Dancer's Curved Sword Handle,"A crescent curved sword handle used by dancers of the east.\nAn eye-catching decoration hangs from it, fitting for a sword dance.,
Dance, moonlight, dance. Pray that my love returns when the sand scatters.\nBut take care that my love’s head does not fall along with the tears.\n- A poem left behind by an eastern sword dancer,
Moonlight’s,",12,57505F50435F484E445F5368616D73686972,C,B,empty
WP_PC_HND_ShieldSpear,Blind Man’s Double-Sided Spear Handle,"Even after losing his eyesight, Noah did not give up on his duty to protect others.\nThe blind Stalker added a shield to his cherished weapon and went to battle against the monsters.,
Indomitable,
The handle of the altered spear used by the blind Stalker Noah.\nThe shield attached to the handle allows special attacks to deflect enemy attacks.,",15,57505F50435F484E445F536869656C645370656172,D,B,empty
WP_PC_HND_Shovel,Military Shovel Handle,"A military shovel handle made by Venigni Company.\nIt was made to be foldable so it can be easily transported even during long marches.,
If you ask what gets on a military shovel most often, an innocent person would answer dirt.\nA person who understands reality would answer human blood.,
Innocent,",10,57505F50435F484E445F53686F76656C,C,C,empty
WP_PC_HND_SwordLance,Spear of Honor Handle,"Honor, or Nothing.\nThis was all the Bastards, who were both aristocrats and Stalkers, had left.,
Last,
The handle of a rush lance ordered to be made by a Stalker of the Bastards.\nThe brass handle has a rotating device that enhances rush attacks.,",14,57505F50435F484E445F53776F72644C616E6365,D,B,empty
WP_PC_HND_TransformGreatSword,Holy Sword of the Ark Handle,"A special greatsword that was lying asleep in the St. Frangelico Cathedral.\nIt can transform between a special greatsword and a glaive.,
Saintess’,
The Ark Saintess’s weapon was reproduced for puppet use and it made a grand appearance at Krat events.\nHowever, its legendary holiness could not be reproduced.,",1D,57505F50435F484E445F5472616E73666F726D477265617453776F7264,B,C,empty
WP_PC_HND_Trident,Trident of the Covenant Handle,"A ritual trident that was lying asleep in the Relic of Trismegistus.\nIt is presumed to have once belonged to a great warrior who served an ancient king.,
Guardian’s,
The warrior of the sea vowed to protect the people from the cursed relic.\nHe kept his vow even when his skin was mashed until it was green.,",11,57505F50435F484E445F54726964656E74,,,
WP_PC_HND_UmbrellaSword,Etiquette handle,"A self-defense weapon adored by the leader of the Bastards.\nIt can be disguised as an umbrella, but it bares its teeth in the moment of attack.,
Social dignity can be seen not only in the ballroom but also on the battlefield.\nThe leader of the Bastards did not lose his poise on either stage.,
Society’s,",17,57505F50435F484E445F556D6272656C6C6153776F7264,D,A,empty
WP_PC_BLD_UmbrellaSword,Etiquette Blade,"A self-defense weapon adored by the leader of the Bastards.\nIt can be disguised as an umbrella, but it bares its teeth in the moment of attack.,
Dignity,
Etiquette,
Social dignity can be seen not only in the ballroom but also on the battlefield.\nThe leader of the Bastards did not lose his poise on either stage.,",17,57505F50435F424C445F556D6272656C6C6153776F7264,,,
WP_PC_HND_DragonGlaive,Azure Dragon Crescent Glaive Handle,,16,57505F50435F484E445F447261676F6E476C61697665,C,B,empty
WP_PC_BLD_DragonGlaive,Azure Dragon Crescent Glaive Blade,,16,57505F50435F424C445F447261676F6E476C61697665,,,
WP_PC_HND_GakGung,Lorenzini Bolt Blade Handle,,11,57505F50435F484E445F47616B47756E67,D,B,empty
WP_PC_BLD_GakGung,Lorenzini Bolt Blade Blade,,11,57505F50435F424C445F47616B47756E67,,,
WP_PC_HND_Ballista,Royal Horn Bow Handle,,12,57505F50435F484E445F42616C6C69737461,C,B,empty
WP_PC_BLD_Ballista,Royal Horn Bow Blade,,12,57505F50435F424C445F42616C6C69737461,,,
WP_PC_HND_PinWheel,Maniac's Pinwheel Blade Handle,,12,57505F50435F484E445F50696E576865656C,A,D,empty
WP_PC_BLD_PinWheel,Maniac's Pinwheel Blade Blade,,12,57505F50435F424C445F50696E576865656C,,,
WP_PC_HND_FireRapier,Puppet of The Future Welder Handle,,14,57505F50435F484E445F46697265526170696572,C,D,B
WP_PC_BLD_FireRapier,Puppet of The Future Welder Blade,,14,57505F50435F424C445F46697265526170696572,,,
WP_PC_HND_GuardBat,La Vendetta Head Handle,,12,57505F50435F484E445F4775617264426174,B,C,empty
WP_PC_BLD_GuardBat,La Vendetta Head Blade,,12,57505F50435F424C445F4775617264426174,,,
WP_PC_HND_ThunderSword,Arche's Guardian Handle,,16,57505F50435F484E445F5468756E64657253776F7264,D,C,B
WP_PC_BLD_ThunderSword,Arche's Guardian Blade,,16,57505F50435F424C445F5468756E64657253776F7264,,,
WP_PC_HND_AcidHammer,Silent Evangelist's Mace Handle,,14,57505F50435F484E445F4163696448616D6D6572,B,C,empty
WP_PC_BLD_AcidHammer,Silent Evangelist's Mace Blade,,14,57505F50435F424C445F4163696448616D6D6572,,,
WP_PC_HND_RoseSword,Monad's Rose Sword Handle,,13,57505F50435F484E445F526F736553776F7264,B,B,empty
WP_PC_BLD_RoseSword,Monad's Rose Sword Blade,,13,57505F50435F424C445F526F736553776F7264,,,
WP_PC_HND_IronClaw,Death's Talons Handle,,12,57505F50435F484E445F49726F6E436C6177,D,A,empty
WP_PC_BLD_IronClaw,Death's Talons Blade,,12,57505F50435F424C445F49726F6E436C6177,,,
WP_PC_HND_GunBlade,Pale Knight Handle,,12,57505F50435F484E445F47756E426C616465,B,C,empty
WP_PC_BLD_GunBlade,Pale Knight Blade,,12,57505F50435F424C445F47756E426C616465,,,
SlaveArm_Boomerang,Icarus,,12,536C61766541726D5F426F6F6D6572616E67,B,B,empty
SlaveArm_ChargeShotGun,Cataclysm,,16,536C61766541726D5F43686172676553686F7447756E,A,C,
Gesture_Interaction_Bottom,Gesture Interaction Bottom,,,,,,
Gesture_Sitdown,Gesture Sitdown,,,,,,
Gesture_Show_Cloth,Gesture Show Cloth,,,,,,
Gesture_Fear,Gesture Fear,,,,,,
Gesture_SwordSalute,Gesture Swordsalute,,,,,,
Gesture_Boast,Gesture Boast,,,,,,
Gesture_Provoke,Gesture Provoke,,,,,,
Gesture_Sad,Gesture Sad,,,,,,
Gesture_Clap,Gesture Clap,,,,,,
Collection_Record_3,Collection Record 3,,,,,,
Gesture_Praise,Gesture Praise,,,,,,
Collection_Record_9,Collection Record 9,,,,,,
Gesture_Test_Beg1,Gesture Test Beg1,,,,,,
Gesture_Hi,Gesture Hi,,,,,,
Collection_Record_4,Collection Record 4,,,,,,
Collection_Record_6,Collection Record 6,,,,,,
Gesture_Pray,Gesture Pray,,,,,,
Collection_Record_11,Collection Record 11,,,,,,
Collection_Record_2,Collection Record 2,,,,,,
Gesture_Anger,Gesture Anger,,,,,,
Gesture_Joy,Gesture Joy,,,,,,
Gesture_Test_Beg2,Gesture Test Beg2,,,,,,
Collection_Record_8,Collection Record 8,,,,,,
HatCostume_AlchemistHat,Hatcostume Alchemisthat,,,,,,
Head_Glassess_Emerald,Head Glassess Emerald,,,,,,
HatCostume_Alidoro,Hatcostume Alidoro,,,,,,
Costume_Alidoro,Costume Alidoro,,,,,,
Collection_Record_10,Collection Record 10,,,,,,
Collection_Record_2_Golden,Collection Record 2 Golden,,,,,,
Collection_Core_Fire,Collection Core Fire,,,,,,
Collection_Record_5,Collection Record 5,,,,,,
Collection_Record_1_Golden,Collection Record 1 Golden,,,,,,
Collection_Record_8_Golden,Collection Record 8 Golden,,,,,,
Collection_Record_7,Collection Record 7,,,,,,
Collection_Record_3_Golden,Collection Record 3 Golden,,,,,,
